timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-02-21T12:48:54,codecarbon,1f20c69c-ee2b-4354-83f4-892ee9f366a4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,472.7520745829679,0.00025914041776754304,5.481528938738987e-07,42.5,0.0,6.0,0.005580164971961253,0.0,0.0007877037531288807,0.006367868725090134,0.0,Sweden,SWE,västerbotten county,,,macOS-26.2-arm64-arm-64bit,3.10.16,3.2.2,14,Apple M3 Max,,,20.9529,64.7472,36.0,machine,17.357905982905997,0,72.18739316239319,13.516453147953392,N,1.0,0.0
